lat,lon,crs,total
-54.5,-167.5,b'',0.54381955
-54.5,-166.5,b'',0.53697985
-54.5,-165.5,b'',0.52965707
-54.5,-164.5,b'',0.5197658
-54.5,-163.5,b'',0.50591844
-54.5,-162.5,b'',0.4896484
-54.5,-161.5,b'',0.47491637
-54.5,-160.5,b'',0.46335536
-54.5,-159.5,b'',0.45317554
-54.5,-158.5,b'',0.44309577
-54.5,-157.5,b'',0.43323606
-54.5,-156.5,b'',0.4246584
-54.5,-155.5,b'',0.41835794
-54.5,-154.5,b'',0.41355053
-54.5,-153.5,b'',0.4094743
-54.5,-152.5,b'',0.40700325
-54.5,-151.5,b'',0.40478128
-54.5,-150.5,b'',0.40106598
-54.5,-149.5,b'',0.39521104
-54.5,-148.5,b'',0.38831767
-54.5,-147.5,b'',0.38294768
-54.5,-146.5,b'',0.38060877
-54.5,-145.5,b'',0.38196638
-54.5,-144.5,b'',0.38745743
-54.5,-143.5,b'',0.39609686
-54.5,-142.5,b'',0.40576228
-54.5,-141.5,b'',0.4146799
-54.5,-140.5,b'',0.4208108
-54.5,-139.5,b'',0.4218448
-54.5,-138.5,b'',0.41864783
-54.5,-137.5,b'',0.41578683
-54.5,-136.5,b'',0.4143532
-54.5,-135.5,b'',0.4144327
-54.5,-134.5,b'',0.417833
-54.5,-133.5,b'',0.42499503
-54.5,-132.5,b'',0.43587923
-54.5,-131.5,b'',0.44988108
-54.5,-130.5,b'',0.46524328
-54.5,-129.5,b'',0.4792294
-54.5,-128.5,b'',0.49016914
-54.5,-127.5,b'',0.4988296
-54.5,-126.5,b'',0.5076381
-54.5,-125.5,b'',0.51939803
-54.5,-124.5,b'',0.5322431
-54.5,-123.5,b'',0.5423118
-54.5,-122.5,b'',0.5520018
-54.5,-121.5,b'',0.55521834
-54.5,-120.5,b'',0.5533093
-54.5,-119.5,b'',0.5542258
-54.5,-118.5,b'',0.5541652
-54.5,-117.5,b'',0.5523547
-54.5,-116.5,b'',0.5486344
-54.5,-115.5,b'',0.54493
-54.5,-114.5,b'',0.54456747
-54.5,-113.5,b'',0.546563
-54.5,-112.5,b'',0.5475747
-54.5,-111.5,b'',0.54759234
-54.5,-110.5,b'',0.5493208
-54.5,-109.5,b'',0.5530842
-54.5,-108.5,b'',0.5582064
-54.5,-107.5,b'',0.563012
-54.5,-106.5,b'',0.5662236
-54.5,-105.5,b'',0.56815886
-54.5,-104.5,b'',0.5686819
-54.5,-103.5,b'',0.56844413
-54.5,-102.5,b'',0.56886494
-54.5,-101.5,b'',0.5698765
-54.5,-100.5,b'',0.5705145
-54.5,-99.5,b'',0.5705453
-54.5,-98.5,b'',0.56995463
-54.5,-97.5,b'',0.5686781
-54.5,-96.5,b'',0.56776416
-54.5,-95.5,b'',0.5671685
-54.5,-94.5,b'',0.5655986
-54.5,-93.5,b'',0.5634303
-54.5,-92.5,b'',0.5615068
-54.5,-91.5,b'',0.56029856
-54.5,-90.5,b'',0.5592121
-54.5,-89.5,b'',0.55833614
-54.5,-88.5,b'',0.5584222
-54.5,-87.5,b'',0.55721915
-54.5,-86.5,b'',0.55442846
-54.5,-85.5,b'',0.5527078
-54.5,-84.5,b'',0.552807
-54.5,-83.5,b'',0.55275804
-54.5,-82.5,b'',0.55174017
-54.5,-81.5,b'',0.55065644
-54.5,-80.5,b'',0.5483901
-54.5,-79.5,b'',0.54317254
-54.5,-78.5,b'',0.53158104
-54.5,-77.5,b'',0.51253736
-54.5,-76.5,b'',0.4886724
-54.5,-75.5,b'',0.4608941
-54.5,-74.5,b'',0.42979163
-54.5,-73.5,b'',0.40141225
-54.5,-72.5,b'',0.37841251
-54.5,-71.5,b'',
-54.5,-70.5,b'',
-54.5,-69.5,b'',
-54.5,-68.5,b'',
-54.5,-67.5,b'',
-54.5,-66.5,b'',
-54.5,-65.5,b'',0.41852742
-54.5,-64.5,b'',0.44398728
-54.5,-63.5,b'',0.46320668
-54.5,-62.5,b'',0.47784305
-54.5,-61.5,b'',0.48958817
-54.5,-60.5,b'',0.49812335
-54.5,-59.5,b'',0.5043805
-54.5,-58.5,b'',0.5083493
-54.5,-57.5,b'',0.50932854
-54.5,-56.5,b'',0.50845414
-54.5,-55.5,b'',0.5057155
-54.5,-54.5,b'',0.5011798
-54.5,-53.5,b'',0.49764532
-54.5,-52.5,b'',0.4963997
-54.5,-51.5,b'',0.49573898
-54.5,-50.5,b'',0.49364418
-54.5,-49.5,b'',0.48952985
-54.5,-48.5,b'',0.48410234
-54.5,-47.5,b'',0.47724828
-54.5,-46.5,b'',0.46971828
-54.5,-45.5,b'',0.46398467
-54.5,-44.5,b'',0.46166515
-54.5,-43.5,b'',0.46218818
-54.5,-42.5,b'',0.46356717
-54.5,-41.5,b'',0.46452776
-54.5,-40.5,b'',0.46675077
-54.5,-39.5,b'',0.46956483
-54.5,-38.5,b'',0.47143474
-54.5,-37.5,b'',0.47355682
-54.5,-36.5,b'',
-54.5,-35.5,b'',0.47617102
-54.5,-34.5,b'',0.4771143
-54.5,-33.5,b'',0.48270845
-54.5,-32.5,b'',0.4899636
-54.5,-31.5,b'',0.49520332
-54.5,-30.5,b'',0.4989632
-54.5,-29.5,b'',0.5130946
-54.5,-28.5,b'',0.5283952
-54.5,-27.5,b'',0.5347412
-54.5,-26.5,b'',0.5410267
-54.5,-25.5,b'',0.54633915
-54.5,-24.5,b'',0.5570894
-54.5,-23.5,b'',0.56649554
-54.5,-22.5,b'',0.56871474
-54.5,-21.5,b'',0.5700935
-54.5,-20.5,b'',0.5697209
-54.5,-19.5,b'',0.56917393
-54.5,-18.5,b'',0.56989217
-54.5,-17.5,b'',0.570239
-54.5,-16.5,b'',0.5697645
-54.5,-15.5,b'',0.5694261
-54.5,-14.5,b'',0.5680877
-54.5,-13.5,b'',0.56469184
-54.5,-12.5,b'',0.5611409
-54.5,-11.5,b'',0.55722654
-54.5,-10.5,b'',0.55103725
-54.5,-9.5,b'',0.5436892
-54.5,-8.5,b'',0.5325304
-54.5,-7.5,b'',0.51856714
-54.5,-6.5,b'',0.5101214
-54.5,-5.5,b'',0.5070386
-54.5,-4.5,b'',0.5054549
-54.5,-3.5,b'',0.5043294
-54.5,-2.5,b'',0.50323915
-54.5,-1.5,b'',0.50334454
-54.5,-0.5,b'',0.50477296
-54.5,0.5,b'',0.5074865
-54.5,1.5,b'',0.51149786
-54.5,2.5,b'',0.51436937
-54.5,3.5,b'',0.51471436
-54.5,4.5,b'',0.5125768
-54.5,5.5,b'',0.50902295
-54.5,6.5,b'',0.5069412
-54.5,7.5,b'',0.50824493
-54.5,8.5,b'',0.5133745
-54.5,9.5,b'',0.5208893
-54.5,10.5,b'',0.52958024
-54.5,11.5,b'',0.53891647
-54.5,12.5,b'',0.5477088
-54.5,13.5,b'',0.5562417
-54.5,14.5,b'',0.5640593
-54.5,15.5,b'',0.57084405
-54.5,16.5,b'',0.5764405
-54.5,17.5,b'',0.5810004
-54.5,18.5,b'',0.5856409
-54.5,19.5,b'',0.59143
-54.5,20.5,b'',0.59836257
-54.5,21.5,b'',0.6064546
-54.5,22.5,b'',0.6148122
-54.5,23.5,b'',0.62103784
-54.5,24.5,b'',0.62512845
-54.5,25.5,b'',0.6278354
-54.5,26.5,b'',0.62811595
-54.5,27.5,b'',0.62629914
-54.5,28.5,b'',0.62402755
-54.5,29.5,b'',0.6215825
-54.5,30.5,b'',0.6192994
-54.5,31.5,b'',0.6182253
-54.5,32.5,b'',0.6185195
-54.5,33.5,b'',0.6196496
-54.5,34.5,b'',0.62070924
-54.5,35.5,b'',0.62223077
-54.5,36.5,b'',0.62588984
-54.5,37.5,b'',0.63009715
-54.5,38.5,b'',0.6335331
-54.5,39.5,b'',0.63597065
-54.5,40.5,b'',0.6378878
-54.5,41.5,b'',0.6398716
-54.5,42.5,b'',0.6414508
-54.5,43.5,b'',0.64235276
-54.5,44.5,b'',0.64357233
-54.5,45.5,b'',0.64557797
-54.5,46.5,b'',0.64816445
-54.5,47.5,b'',0.6510857
-54.5,48.5,b'',0.6534107
-54.5,49.5,b'',0.6548797
-54.5,50.5,b'',0.6559488
-54.5,51.5,b'',0.65665686
-54.5,52.5,b'',0.6575986
-54.5,53.5,b'',0.65957355
-54.5,54.5,b'',0.66141576
-54.5,55.5,b'',0.6626455
-54.5,56.5,b'',0.6639317
-54.5,57.5,b'',0.6656164
-54.5,58.5,b'',0.6675034
-54.5,59.5,b'',0.6695043
-54.5,60.5,b'',0.67175424
-54.5,61.5,b'',0.6747242
-54.5,62.5,b'',0.6790988
-54.5,63.5,b'',0.6840433
-54.5,64.5,b'',0.6885561
-54.5,65.5,b'',0.6930798
-54.5,66.5,b'',0.6983212
-54.5,67.5,b'',0.7038685
-54.5,68.5,b'',0.70867634
-54.5,69.5,b'',0.71306366
-54.5,70.5,b'',0.7184627
-54.5,71.5,b'',0.7238286
-54.5,72.5,b'',0.724831
-54.5,73.5,b'',0.7232657
-54.5,74.5,b'',0.71609676
-54.5,75.5,b'',0.69709873
-54.5,76.5,b'',0.66942465
-54.5,77.5,b'',0.63856876
-54.5,78.5,b'',0.61164635
-54.5,79.5,b'',0.5950486
-54.5,80.5,b'',0.5911682
-54.5,81.5,b'',0.5965755
-54.5,82.5,b'',0.6065675
-54.5,83.5,b'',0.6159795
-54.5,84.5,b'',0.6223861
-54.5,85.5,b'',0.62562835
-54.5,86.5,b'',0.62568825
-54.5,87.5,b'',0.6244345
-54.5,88.5,b'',0.6232905
-54.5,89.5,b'',0.6230127
-54.5,90.5,b'',0.6236546
-54.5,91.5,b'',0.62428546
-54.5,92.5,b'',0.62533844
-54.5,93.5,b'',0.6292144
-54.5,94.5,b'',0.63696414
-54.5,95.5,b'',0.6469236
-54.5,96.5,b'',0.65721875
-54.5,97.5,b'',0.66529727
-54.5,98.5,b'',0.6701622
-54.5,99.5,b'',0.67337286
-54.5,100.5,b'',0.6755756
-54.5,101.5,b'',0.6758815
-54.5,102.5,b'',0.6754838
-54.5,103.5,b'',0.678345
-54.5,104.5,b'',0.6783892
-54.5,105.5,b'',0.6762169
-54.5,106.5,b'',0.677632
-54.5,107.5,b'',0.67958456
-54.5,108.5,b'',0.68241465
-54.5,109.5,b'',0.68572
-54.5,110.5,b'',0.68862426
-54.5,111.5,b'',0.68981653
-54.5,112.5,b'',0.68830323
-54.5,113.5,b'',0.68486476
-54.5,114.5,b'',0.68060875
-54.5,115.5,b'',0.677298
-54.5,116.5,b'',0.67529815
-54.5,117.5,b'',0.6737547
-54.5,118.5,b'',0.6727782
-54.5,119.5,b'',0.6722595
-54.5,120.5,b'',0.671915
-54.5,121.5,b'',0.67211646
-54.5,122.5,b'',0.6726221
-54.5,123.5,b'',0.6734458
-54.5,124.5,b'',0.6742485
-54.5,125.5,b'',0.6751919
-54.5,126.5,b'',0.6766873
-54.5,127.5,b'',0.6779886
-54.5,128.5,b'',0.6797499
-54.5,129.5,b'',0.68330735
-54.5,130.5,b'',0.68850535
-54.5,131.5,b'',0.69417095
-54.5,132.5,b'',0.69897014
-54.5,133.5,b'',0.70116436
-54.5,134.5,b'',0.6998449
-54.5,135.5,b'',0.69685143
-54.5,136.5,b'',0.6945957
-54.5,137.5,b'',0.69382715
-54.5,138.5,b'',0.6951417
-54.5,139.5,b'',0.6981569
-54.5,140.5,b'',0.7033074
-54.5,141.5,b'',0.7120165
-54.5,142.5,b'',0.7230053
-54.5,143.5,b'',0.7335864
-54.5,144.5,b'',0.7406991
-54.5,145.5,b'',0.74255925
-54.5,146.5,b'',0.7388179
-54.5,147.5,b'',0.72940296
-54.5,148.5,b'',0.72041124
-54.5,149.5,b'',0.71499527
-54.5,150.5,b'',0.7110237
-54.5,151.5,b'',0.70968354
-54.5,152.5,b'',0.7120837
-54.5,153.5,b'',0.71835434
-54.5,154.5,b'',0.72518885
-54.5,155.5,b'',0.7308852
-54.5,156.5,b'',0.7365012
-54.5,157.5,b'',0.74057496
-54.5,158.5,b'',0.74066484
-54.5,159.5,b'',0.73483485
-54.5,160.5,b'',0.7240851
-54.5,161.5,b'',0.7109829
-54.5,162.5,b'',0.69712
-54.5,163.5,b'',0.683209
-54.5,164.5,b'',0.67139745
-54.5,165.5,b'',0.66364
-54.5,166.5,b'',0.6582233
-54.5,167.5,b'',0.653044
-54.5,168.5,b'',0.6473222
-54.5,169.5,b'',0.6400633
-54.5,170.5,b'',0.6313619
-54.5,171.5,b'',0.62263936
-54.5,172.5,b'',0.6126817
-54.5,173.5,b'',0.60322344
-54.5,174.5,b'',0.599271
-54.5,175.5,b'',0.6003865
-54.5,176.5,b'',0.6029664
-54.5,177.5,b'',0.6020864
-54.5,178.5,b'',0.59521997
-54.5,179.5,b'',0.5864093
-53.5,-179.5,b'',0.599595
-53.5,-178.5,b'',0.5981522
-53.5,-177.5,b'',0.5946838
-53.5,-176.5,b'',0.58799577
-53.5,-175.5,b'',0.5810828
-53.5,-174.5,b'',0.5788897
-53.5,-173.5,b'',0.5793158
-53.5,-172.5,b'',0.5790504
-53.5,-171.5,b'',0.5790413
-53.5,-170.5,b'',0.57891685
-53.5,-169.5,b'',0.57836306
-53.5,-168.5,b'',0.5759116
-53.5,-167.5,b'',0.5700692
-53.5,-166.5,b'',0.56292546
-53.5,-165.5,b'',0.55579317
-53.5,-164.5,b'',0.546218
-53.5,-163.5,b'',0.5318625
-53.5,-162.5,b'',0.51409847
-53.5,-161.5,b'',0.49768907
-53.5,-160.5,b'',0.48615032
-53.5,-159.5,b'',0.47806144
-53.5,-158.5,b'',0.4712042
-53.5,-157.5,b'',0.46496683
-53.5,-156.5,b'',0.4575452
-53.5,-155.5,b'',0.45016402
-53.5,-154.5,b'',0.44545946
-53.5,-153.5,b'',0.4425993
-53.5,-152.5,b'',0.44091266
-53.5,-151.5,b'',0.43996724
-53.5,-150.5,b'',0.43789235
-53.5,-149.5,b'',0.43289012
-53.5,-148.5,b'',0.42595854
-53.5,-147.5,b'',0.42053446
-53.5,-146.5,b'',0.41886467
-53.5,-145.5,b'',0.42067856
-53.5,-144.5,b'',0.42506218
-53.5,-143.5,b'',0.4326225
-53.5,-142.5,b'',0.4425962
-53.5,-141.5,b'',0.45159778
-53.5,-140.5,b'',0.4564845
-53.5,-139.5,b'',0.45666414
-53.5,-138.5,b'',0.45469314
-53.5,-137.5,b'',0.454149
-53.5,-136.5,b'',0.4557318
-53.5,-135.5,b'',0.4592413
-53.5,-134.5,b'',0.46554583
-53.5,-133.5,b'',0.47441283
-53.5,-132.5,b'',0.4865238
-53.5,-131.5,b'',0.50127083
-53.5,-130.5,b'',0.5152759
-53.5,-129.5,b'',0.5251842
-53.5,-128.5,b'',0.53007066
-53.5,-127.5,b'',0.53305095
-53.5,-126.5,b'',0.5384216
-53.5,-125.5,b'',0.54828763
-53.5,-124.5,b'',0.5597216
-53.5,-123.5,b'',0.56736964
-53.5,-122.5,b'',0.5706469
-53.5,-121.5,b'',0.5715602
-53.5,-120.5,b'',0.5715183
-53.5,-119.5,b'',0.5722321
-53.5,-118.5,b'',0.5729414
-53.5,-117.5,b'',0.5719572
-53.5,-116.5,b'',0.56934667
-53.5,-115.5,b'',0.56751215
-53.5,-114.5,b'',0.5683944
-53.5,-113.5,b'',0.56954366
-53.5,-112.5,b'',0.5683186
-53.5,-111.5,b'',0.56655896
-53.5,-110.5,b'',0.5668152
-53.5,-109.5,b'',0.5686273
-53.5,-108.5,b'',0.5710891
-53.5,-107.5,b'',0.57382756
-53.5,-106.5,b'',0.57698464
-53.5,-105.5,b'',0.5795156
-53.5,-104.5,b'',0.5805583
-53.5,-103.5,b'',0.58090603
-53.5,-102.5,b'',0.58134794
-53.5,-101.5,b'',0.58231735
-53.5,-100.5,b'',0.58359563
-53.5,-99.5,b'',0.58402973
-53.5,-98.5,b'',0.5829674
-53.5,-97.5,b'',0.58098346
-53.5,-96.5,b'',0.5794751
-53.5,-95.5,b'',0.57816017
-53.5,-94.5,b'',0.5758695
-53.5,-93.5,b'',0.5733797
-53.5,-92.5,b'',0.5715665
-53.5,-91.5,b'',0.5701862
-53.5,-90.5,b'',0.5684875
-53.5,-89.5,b'',0.56690294
-53.5,-88.5,b'',0.5658037
-53.5,-87.5,b'',0.5638207
-53.5,-86.5,b'',0.5616716
-53.5,-85.5,b'',0.5609798
-53.5,-84.5,b'',0.5603827
-53.5,-83.5,b'',0.5586591
-53.5,-82.5,b'',0.55670244
-53.5,-81.5,b'',0.55486923
-53.5,-80.5,b'',0.5505043
-53.5,-79.5,b'',0.5410024
-53.5,-78.5,b'',0.524244
-53.5,-77.5,b'',0.5000316
-53.5,-76.5,b'',0.47045583
-53.5,-75.5,b'',0.43706894
-53.5,-74.5,b'',0.40367573
-53.5,-73.5,b'',
-53.5,-72.5,b'',
-53.5,-71.5,b'',
-53.5,-70.5,b'',
-53.5,-69.5,b'',
-53.5,-68.5,b'',
-53.5,-67.5,b'',0.38338107
-53.5,-66.5,b'',0.40929937
-53.5,-65.5,b'',0.4359199
-53.5,-64.5,b'',0.45981985
-53.5,-63.5,b'',0.47835293
-53.5,-62.5,b'',0.49218088
-53.5,-61.5,b'',0.5031249
-53.5,-60.5,b'',0.5107278
-53.5,-59.5,b'',0.5153735
-53.5,-58.5,b'',0.5177198
-53.5,-57.5,b'',0.5179926
-53.5,-56.5,b'',0.51741254
-53.5,-55.5,b'',0.5123375
-53.5,-54.5,b'',0.5018877
-53.5,-53.5,b'',0.49408355
-53.5,-52.5,b'',0.49012518
-53.5,-51.5,b'',0.4875051
-53.5,-50.5,b'',0.48504773
-53.5,-49.5,b'',0.48172942
-53.5,-48.5,b'',0.4776965
-53.5,-47.5,b'',0.47259218
-53.5,-46.5,b'',0.4669961
-53.5,-45.5,b'',0.46293965
-53.5,-44.5,b'',0.4620429
-53.5,-43.5,b'',0.46375197
-53.5,-42.5,b'',0.46592784
-53.5,-41.5,b'',0.46817502
-53.5,-40.5,b'',0.4724266
-53.5,-39.5,b'',0.47674638
-53.5,-38.5,b'',0.47907934
-53.5,-37.5,b'',0.48135203
-53.5,-36.5,b'',0.48459625
-53.5,-35.5,b'',0.48732668
-53.5,-34.5,b'',0.4900186
-53.5,-33.5,b'',0.495197
-53.5,-32.5,b'',0.50147986
-53.5,-31.5,b'',0.5075262
-53.5,-30.5,b'',0.5141837
-53.5,-29.5,b'',0.52183735
-53.5,-28.5,b'',0.5297225
-53.5,-27.5,b'',0.53674954
-53.5,-26.5,b'',0.54295766
-53.5,-25.5,b'',0.5475158
-53.5,-24.5,b'',0.5574943
-53.5,-23.5,b'',0.5670222
-53.5,-22.5,b'',0.5705545
-53.5,-21.5,b'',0.580193
-53.5,-20.5,b'',0.5868696
-53.5,-19.5,b'',0.5856377
-53.5,-18.5,b'',0.5850493
-53.5,-17.5,b'',0.5842581
-53.5,-16.5,b'',0.5823238
-53.5,-15.5,b'',0.57979906
-53.5,-14.5,b'',0.57644403
-53.5,-13.5,b'',0.57143
-53.5,-12.5,b'',0.5660511
-53.5,-11.5,b'',0.5603798
-53.5,-10.5,b'',0.5534393
-53.5,-9.5,b'',0.54184353
-53.5,-8.5,b'',0.5262877
-53.5,-7.5,b'',0.51641876
-53.5,-6.5,b'',0.51323414
-53.5,-5.5,b'',0.5121225
-53.5,-4.5,b'',0.51239854
-53.5,-3.5,b'',0.51324207
-53.5,-2.5,b'',0.513987
-53.5,-1.5,b'',0.51567245
-53.5,-0.5,b'',0.51900566
-53.5,0.5,b'',0.5233079
-53.5,1.5,b'',0.5282587
-53.5,2.5,b'',0.53215575
-53.5,3.5,b'',0.5337117
-53.5,4.5,b'',0.53296983
-53.5,5.5,b'',0.5300523
-53.5,6.5,b'',0.5281979
-53.5,7.5,b'',0.53002864
-53.5,8.5,b'',0.5353503
-53.5,9.5,b'',0.542251
-53.5,10.5,b'',0.54946995
-53.5,11.5,b'',0.5558221
-53.5,12.5,b'',0.56183815
-53.5,13.5,b'',0.56892776
-53.5,14.5,b'',0.57598066
-53.5,15.5,b'',0.5828718
-53.5,16.5,b'',0.5890349
-53.5,17.5,b'',0.59443647
-53.5,18.5,b'',0.5999638
-53.5,19.5,b'',0.6061143
-53.5,20.5,b'',0.61318266
-53.5,21.5,b'',0.6218945
-53.5,22.5,b'',0.63040686
-53.5,23.5,b'',0.6358642
-53.5,24.5,b'',0.63990474
-53.5,25.5,b'',0.6444653
-53.5,26.5,b'',0.6473817
-53.5,27.5,b'',0.64776146
-53.5,28.5,b'',0.6464637
-53.5,29.5,b'',0.644128
-53.5,30.5,b'',0.64162856
-53.5,31.5,b'',0.6403263
-53.5,32.5,b'',0.640563
-53.5,33.5,b'',0.6421292
-53.5,34.5,b'',0.6444647
-53.5,35.5,b'',0.6473136
-53.5,36.5,b'',0.65153295
-53.5,37.5,b'',0.6554615
-53.5,38.5,b'',0.65770596
-53.5,39.5,b'',0.6590873
-53.5,40.5,b'',0.6609828
-53.5,41.5,b'',0.66313124
-53.5,42.5,b'',0.6650099
-53.5,43.5,b'',0.66607124
-53.5,44.5,b'',0.6663647
-53.5,45.5,b'',0.66680586
-53.5,46.5,b'',0.6681052
-53.5,47.5,b'',0.6705309
-53.5,48.5,b'',0.67308223
-53.5,49.5,b'',0.6740917
-53.5,50.5,b'',0.6745881
-53.5,51.5,b'',0.6752926
-53.5,52.5,b'',0.6764081
-53.5,53.5,b'',0.6789427
-53.5,54.5,b'',0.68205804
-53.5,55.5,b'',0.68482506
-53.5,56.5,b'',0.6879562
-53.5,57.5,b'',0.6904577
-53.5,58.5,b'',0.6912831
-53.5,59.5,b'',0.6926223
-53.5,60.5,b'',0.69477165
-53.5,61.5,b'',0.6984937
-53.5,62.5,b'',0.7043217
-53.5,63.5,b'',0.71116364
-53.5,64.5,b'',0.7178829
-53.5,65.5,b'',0.72359747
-53.5,66.5,b'',0.729265
-53.5,67.5,b'',0.73552835
-53.5,68.5,b'',0.74211884
-53.5,69.5,b'',0.7484938
-53.5,70.5,b'',0.7548069
-53.5,71.5,b'',0.7603487
-53.5,72.5,b'',0.7605354
-53.5,73.5,b'',0.75889415
-53.5,74.5,b'',0.75397664
-53.5,75.5,b'',0.7373886
-53.5,76.5,b'',0.7100013
-53.5,77.5,b'',0.6762204
-53.5,78.5,b'',0.6439541
-53.5,79.5,b'',0.62142885
-53.5,80.5,b'',0.6136235
-53.5,81.5,b'',0.6185698
-53.5,82.5,b'',0.63036996
-53.5,83.5,b'',0.643021
-53.5,84.5,b'',0.6511368
-53.5,85.5,b'',0.65281636
-53.5,86.5,b'',0.6506492
-53.5,87.5,b'',0.6481329
-53.5,88.5,b'',0.6468196
-53.5,89.5,b'',0.64754087
-53.5,90.5,b'',0.6492995
-53.5,91.5,b'',0.6497551
-53.5,92.5,b'',0.649947
-53.5,93.5,b'',0.65422344
-53.5,94.5,b'',0.6643758
-53.5,95.5,b'',0.67691344
-53.5,96.5,b'',0.6882686
-53.5,97.5,b'',0.6957804
-53.5,98.5,b'',0.69933856
-53.5,99.5,b'',0.7018107
-53.5,100.5,b'',0.7038506
-53.5,101.5,b'',0.70437723
-53.5,102.5,b'',0.7044339
-53.5,103.5,b'',0.7052854
-53.5,104.5,b'',0.7059888
-53.5,105.5,b'',0.70650244
-53.5,106.5,b'',0.7070698
-53.5,107.5,b'',0.7079042
-53.5,108.5,b'',0.70993817
-53.5,109.5,b'',0.71383023
-53.5,110.5,b'',0.7186125
-53.5,111.5,b'',0.72123516
-53.5,112.5,b'',0.72035205
-53.5,113.5,b'',0.71782076
-53.5,114.5,b'',0.7145514
-53.5,115.5,b'',0.71194124
-53.5,116.5,b'',0.7106201
-53.5,117.5,b'',0.70905095
-53.5,118.5,b'',0.7070213
-53.5,119.5,b'',0.7045532
-53.5,120.5,b'',0.70233005
-53.5,121.5,b'',0.7011704
-53.5,122.5,b'',0.70034444
-53.5,123.5,b'',0.699687
-53.5,124.5,b'',0.69923925
-53.5,125.5,b'',0.7000576
-53.5,126.5,b'',0.70184535
-53.5,127.5,b'',0.7032572
-53.5,128.5,b'',0.7051469
-53.5,129.5,b'',0.7067342
-53.5,130.5,b'',0.7082957
-53.5,131.5,b'',0.71045285
-53.5,132.5,b'',0.71146834
-53.5,133.5,b'',0.71097666
-53.5,134.5,b'',0.7088975
-53.5,135.5,b'',0.7062992
-53.5,136.5,b'',0.7052244
-53.5,137.5,b'',0.7065053
-53.5,138.5,b'',0.7101045
-53.5,139.5,b'',0.7160633
-53.5,140.5,b'',0.72468376
-53.5,141.5,b'',0.73511666
-53.5,142.5,b'',0.7461665
-53.5,143.5,b'',0.75635844
-53.5,144.5,b'',0.7626342
-53.5,145.5,b'',0.7618767
-53.5,146.5,b'',0.7540559
-53.5,147.5,b'',0.74234414
-53.5,148.5,b'',0.7331215
-53.5,149.5,b'',0.7278758
-53.5,150.5,b'',0.72544414
-53.5,151.5,b'',0.7267817
-53.5,152.5,b'',0.7313008
-53.5,153.5,b'',0.7365307
-53.5,154.5,b'',0.7399576
-53.5,155.5,b'',0.7410654
-53.5,156.5,b'',0.7398773
-53.5,157.5,b'',0.73757744
-53.5,158.5,b'',0.73500264
-53.5,159.5,b'',0.73028296
-53.5,160.5,b'',0.72228014
-53.5,161.5,b'',0.7118478
-53.5,162.5,b'',0.7003433
-53.5,163.5,b'',0.6894662
-53.5,164.5,b'',0.6811363
-53.5,165.5,b'',0.67578334
-53.5,166.5,b'',0.6714443
-53.5,167.5,b'',0.6671605
-53.5,168.5,b'',0.66329354
-53.5,169.5,b'',0.65953624
-53.5,170.5,b'',0.65528333
-53.5,171.5,b'',0.6491841
-53.5,172.5,b'',0.6395622
-53.5,173.5,b'',0.6275608
-53.5,174.5,b'',0.61764604
-53.5,175.5,b'',0.6138636
-53.5,176.5,b'',0.6144465
-53.5,177.5,b'',0.6138973
-53.5,178.5,b'',0.6093024
-53.5,179.5,b'',0.60304725
-52.5,-179.5,b'',0.61683613
-52.5,-178.5,b'',0.616806
-52.5,-177.5,b'',0.61409116
-52.5,-176.5,b'',0.60830927
-52.5,-175.5,b'',0.6016613
-52.5,-174.5,b'',0.5988635
-52.5,-173.5,b'',0.600218
-52.5,-172.5,b'',0.6014482
-52.5,-171.5,b'',0.6018784
-52.5,-170.5,b'',0.60234386
-52.5,-169.5,b'',0.6019423
-52.5,-168.5,b'',0.6000974
-52.5,-167.5,b'',0.5957736
-52.5,-166.5,b'',0.5895919
-52.5,-165.5,b'',0.5830588
-52.5,-164.5,b'',0.5734837
-52.5,-163.5,b'',0.55890644
-52.5,-162.5,b'',0.5409632
-52.5,-161.5,b'',0.52303255
-52.5,-160.5,b'',0.5103586
-52.5,-159.5,b'',0.5038189
-52.5,-158.5,b'',0.5005658
-52.5,-157.5,b'',0.49708185
-52.5,-156.5,b'',0.4908038
-52.5,-155.5,b'',0.48372427
-52.5,-154.5,b'',0.4794689
-52.5,-153.5,b'',0.47811276
-52.5,-152.5,b'',0.47756833
-52.5,-151.5,b'',0.47729906
-52.5,-150.5,b'',0.47517395
-52.5,-149.5,b'',0.4692521
-52.5,-148.5,b'',0.46178025
-52.5,-147.5,b'',0.45722812
-52.5,-146.5,b'',0.45735836
-52.5,-145.5,b'',0.46121854
-52.5,-144.5,b'',0.46681038
-52.5,-143.5,b'',0.47429323
-52.5,-142.5,b'',0.48367268
-52.5,-141.5,b'',0.49156493
-52.5,-140.5,b'',0.49499458
-52.5,-139.5,b'',0.49499518
-52.5,-138.5,b'',0.49550563
-52.5,-137.5,b'',0.4981433
-52.5,-136.5,b'',0.50309896
-52.5,-135.5,b'',0.5102483
-52.5,-134.5,b'',0.518719
-52.5,-133.5,b'',0.52714354
-52.5,-132.5,b'',0.536077
-52.5,-131.5,b'',0.54568803
-52.5,-130.5,b'',0.55464125
-52.5,-129.5,b'',0.5608487
-52.5,-128.5,b'',0.5630964
